url,category,issue,type,details
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-11b2/,Performance,Moderate Response Time,warning,Page took 1439.76ms to respond (recommended: <1000ms)
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-11b2/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-11b2/,SEO,Title Too Long,warning,Title is 78 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-12a1/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-12a1/,Performance,Moderate Response Time,warning,Page took 1242.41ms to respond (recommended: <1000ms)
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-12a1/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-12a1/,SEO,Title Too Long,warning,Title is 78 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-12a2/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-12a2/,Performance,Moderate Response Time,warning,Page took 1546.42ms to respond (recommended: <1000ms)
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-12a2/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-12a2/,SEO,Title Too Long,warning,Title is 78 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-12b1/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-12b1/,Performance,Moderate Response Time,warning,Page took 1859.3ms to respond (recommended: <1000ms)
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-12b1/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-12b1/,SEO,Title Too Long,warning,Title is 78 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-12b2/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-12b2/,Performance,Moderate Response Time,warning,Page took 1594.79ms to respond (recommended: <1000ms)
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-12b2/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-12b2/,SEO,Title Too Long,warning,Title is 78 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-6a2/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-6a2/,Performance,Moderate Response Time,warning,Page took 1574.06ms to respond (recommended: <1000ms)
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-6a2/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-6a2/,SEO,Title Too Long,warning,Title is 77 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-7a2/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-7a2/,Performance,Moderate Response Time,warning,Page took 1541.35ms to respond (recommended: <1000ms)
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-7a2/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-7a2/,SEO,Title Too Long,warning,Title is 77 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-8a1/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-8a1/,Performance,Moderate Response Time,warning,Page took 1136.77ms to respond (recommended: <1000ms)
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-8a1/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-8a1/,SEO,Title Too Long,warning,Title is 77 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-8a2/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-8a2/,Performance,Moderate Response Time,warning,Page took 1530.82ms to respond (recommended: <1000ms)
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-8a2/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-8a2/,SEO,Title Too Long,warning,Title is 77 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-8b2/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-8b2/,Performance,Moderate Response Time,warning,Page took 1558.19ms to respond (recommended: <1000ms)
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-8b2/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-8b2/,SEO,Title Too Long,warning,Title is 77 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-9a2/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-9a2/,Performance,Moderate Response Time,warning,Page took 1246.38ms to respond (recommended: <1000ms)
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-9a2/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-9a2/,SEO,Title Too Long,warning,Title is 77 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-9b1/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-9b1/,Performance,Moderate Response Time,warning,Page took 1747.33ms to respond (recommended: <1000ms)
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-9b1/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2016-anh-du-thi-lop-9b1/,SEO,Title Too Long,warning,Title is 77 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-10a2/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-10a2/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-10a2/,SEO,Title Too Long,warning,Title is 78 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-10b1/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-10b1/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-10b1/,SEO,Title Too Long,warning,Title is 78 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-10c1/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-10c1/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-10c1/,SEO,Title Too Long,warning,Title is 78 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-10d1/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-10d1/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-10d1/,SEO,Title Too Long,warning,Title is 78 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-11a2/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-11a2/,Performance,Moderate Response Time,warning,Page took 1091.46ms to respond (recommended: <1000ms)
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-11a2/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-11a2/,SEO,Title Too Long,warning,Title is 78 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-11b2/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-11b2/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-11b2/,SEO,Title Too Long,warning,Title is 78 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-11c1/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-11c1/,Performance,Moderate Response Time,warning,Page took 1794.88ms to respond (recommended: <1000ms)
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-11c1/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-11c1/,SEO,Title Too Long,warning,Title is 78 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-12a1/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-12a1/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-12a1/,SEO,Title Too Long,warning,Title is 78 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-12a2/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-12a2/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-12a2/,SEO,Title Too Long,warning,Title is 78 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-12b1/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-12b1/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-12b1/,SEO,Title Too Long,warning,Title is 78 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-12b2/,Accessibility,Images Without Alt Text,warning,14 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-12b2/,Performance,Moderate Response Time,warning,Page took 1109.9ms to respond (recommended: <1000ms)
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-12b2/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-12b2/,SEO,Title Too Long,warning,Title is 78 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-12c1/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-12c1/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-12c1/,SEO,Title Too Long,warning,Title is 78 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-6a1/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-6a1/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-6a1/,SEO,Title Too Long,warning,Title is 77 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-6a2/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-6a2/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-6a2/,SEO,Title Too Long,warning,Title is 77 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-7a1/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-7a1/,Performance,Moderate Response Time,warning,Page took 1692.9ms to respond (recommended: <1000ms)
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-7a1/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-7a1/,SEO,Title Too Long,warning,Title is 77 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-7a2/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-7a2/,Performance,Moderate Response Time,warning,Page took 1385.66ms to respond (recommended: <1000ms)
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-7a2/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-7a2/,SEO,Title Too Long,warning,Title is 77 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-8a1/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-8a1/,Performance,Moderate Response Time,warning,Page took 1826.48ms to respond (recommended: <1000ms)
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-8a1/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-8a1/,SEO,Title Too Long,warning,Title is 77 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-8a2/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-8a2/,Performance,Moderate Response Time,warning,Page took 1874.65ms to respond (recommended: <1000ms)
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-8a2/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-8a2/,SEO,Title Too Long,warning,Title is 77 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-9a2/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-9a2/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-9a2/,SEO,Title Too Long,warning,Title is 77 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-9b1/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-9b1/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2017-anh-du-thi-lop-9b1/,SEO,Title Too Long,warning,Title is 77 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-10a1/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-10a1/,Performance,Moderate Response Time,warning,Page took 1102.16ms to respond (recommended: <1000ms)
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-10a1/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-10a1/,SEO,Title Too Long,warning,Title is 78 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-10a2/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-10a2/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-10a2/,SEO,Title Too Long,warning,Title is 78 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-10b2/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-10b2/,Performance,Moderate Response Time,warning,Page took 1656.62ms to respond (recommended: <1000ms)
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-10b2/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-10b2/,SEO,Title Too Long,warning,Title is 78 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-10c1/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-10c1/,Performance,Moderate Response Time,warning,Page took 1166.74ms to respond (recommended: <1000ms)
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-10c1/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-10c1/,SEO,Title Too Long,warning,Title is 78 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-10c2/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-10c2/,Performance,Moderate Response Time,warning,Page took 1024.66ms to respond (recommended: <1000ms)
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-10c2/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-10c2/,SEO,Title Too Long,warning,Title is 79 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-10d1/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-10d1/,Performance,Moderate Response Time,warning,Page took 1099.8ms to respond (recommended: <1000ms)
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-10d1/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-10d1/,SEO,Title Too Long,warning,Title is 78 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-10d2/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-10d2/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-10d2/,SEO,Title Too Long,warning,Title is 80 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-10e1/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-10e1/,Performance,Moderate Response Time,warning,Page took 1220.56ms to respond (recommended: <1000ms)
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-10e1/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-10e1/,SEO,Title Too Long,warning,Title is 79 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-10e2/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-10e2/,Performance,Moderate Response Time,warning,Page took 1535.89ms to respond (recommended: <1000ms)
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-10e2/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-10e2/,SEO,Title Too Long,warning,Title is 78 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-11a1/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-11a1/,Performance,Moderate Response Time,warning,Page took 1853.77ms to respond (recommended: <1000ms)
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-11a1/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-11a1/,SEO,Title Too Long,warning,Title is 78 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-11a2/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-11a2/,Performance,Slow Response Time,error,Page took 5311.62ms to respond (recommended: <3000ms)
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-11a2/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-11a2/,SEO,Title Too Long,warning,Title is 78 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-11b1/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-11b1/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-11b1/,SEO,Title Too Long,warning,Title is 79 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-11b2/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-11b2/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-11b2/,SEO,Title Too Long,warning,Title is 78 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-11c1/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-11c1/,Performance,Moderate Response Time,warning,Page took 2259.29ms to respond (recommended: <1000ms)
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-11c1/,Technical,Canonical URL Different,warning,Canonical points to: https://truongvietanh.com/
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-11d1/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-11d1/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-11d1/,SEO,Title Too Long,warning,Title is 78 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-12a1/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-12a1/,Performance,Slow Response Time,error,Page took 4732.84ms to respond (recommended: <3000ms)
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-12a1/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-12a1/,SEO,Title Too Long,warning,Title is 78 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-12a2/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-12a2/,Performance,Moderate Response Time,warning,Page took 1365.2ms to respond (recommended: <1000ms)
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-12a2/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-12a2/,SEO,Title Too Long,warning,Title is 78 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-12b1/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-12b1/,Performance,Slow Response Time,error,Page took 5246.18ms to respond (recommended: <3000ms)
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-12b1/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-12b1/,SEO,Title Too Long,warning,Title is 78 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-12b2/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-12b2/,Performance,Moderate Response Time,warning,Page took 1058.94ms to respond (recommended: <1000ms)
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-12b2/,SEO,Missing Meta Description,error,Page has no meta description
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-12b2/,SEO,Title Too Long,warning,Title is 78 characters (recommended: ≤60)
https://truongvietanh.com/khoanh-khac-thay-tro-2018-anh-du-thi-lop-12c1/,Accessibility,Images Without Alt Text,warning,16 of 20 images lack alt text
